link,source,bias,topic,titles,content,Country,translation,neg,neu,pos,error,translated_compound
https://mainichi.jp/articles/20241128/k00/00m/010/322000c,mainichi,left,Politics,「103万円の壁」引き上げ幅で駆け引き　自公、国民へ財源説明要求,「103万円の壁」引き上げ幅で駆け引き　自公、国民へ財源説明要求2025年度の税制改正を巡る自民・公明両党と国民民主党の協議が28日、国会内であった。自公側は、所得税がかかり始める「年収103万円の壁」の引き上げを求める国民民主に対し、目的や財源について説明を求めた。国民民主は提示された論点を持ち帰り、次の協議で回答する。与党は年末までに税制改正大綱をとりまとめる考えで、引き上げ幅などを巡り駆け引きが続く。非公開の協議で自公は、国民民主が所得税の非課税枠を103万円から178万円に引き上げるよう求めていることについて、就業調整対策か、消費活性化のための減税による「手取り増」なのか、生計費への配慮なのかなど目的を明確にするよう要望した。国民民主によると優先順位をつけるよう求められたという。控除額の引き上げに伴う大幅な税収減を補う策として、自公は▽歳出削減▽経済効果による税収増▽家計の負担増とならない増税――の選択肢を例示。源泉徴収の事務負担などへの影響も尋ねた。公明関係者は「負担があるから責任を持ってくれということだ」と語った。国民民主はアルバイトで働く学生らを扶養する親の税負担を軽くする「特定扶養控除」の見直しも求めており、自公はその狙いについても協議の中で質問した。自公は協議で所得減税による経済効果など内閣府の推計を示した。物価変動を含めた名目国内総生産（GDP）1％相当額（6・1兆円）を減税した場合、名目GDPで0・2％（1・3兆円）プラスになる一方、財政赤字の対名目GDP比は一定程度拡大するとした。ガソリン税の上乗せ分（25・1円）の廃止などを国民民主が求めていることについては、自公は1年先送りするよう求めた。協議終了後、自民の後藤茂之税調小委員長は記者団に「政策のターゲットが分かれば、どういう手段を講じていくのかにつながる。経済効果による税収は恒久財源にはならない」と述べた。国民民主の古川元久税調会長は「手取りを増やしていかなければいけない認識は共有できた」と述べた。ガソリン減税については「これからの話。議論していない」と話した。年収103万円の壁の引き上げはどの水準が適切なのか。国民民主が主張する178万円の根拠は最低賃金の上昇率で、1995年からの上昇率73％と同じ割合の75万円の引き上げを求めている。一方、所得税がかからない103万円の水準は、最低限の生活費に課税しない基礎控除（48万円）と、スーツ代など会社員の経費を差し引く給与所得控除（55万円）の合計で設定されている。国民民主は基礎控除の引き上げを求めているため、「最低限の生活費」をどう換算するかが論点となる。第一生命経済研究所の試算では、食料品や光熱費など生活必需品を中心とした消費者物価上昇率では128万円、食料品のみの上昇率では140万円になったという。同研究所の星野卓也主席エコノミストは「物価が上がるインフレ経済では、定期的に税制の調整が必要。与野党はその場しのぎの減税策ではなく、将来につながる議論をすべきだ」と指摘する。【杉山雄飛、小田中大、野間口陽、遠藤修平】,Japan,"the $10,000 wall is expected to raise $3.2 billion in additional funding, and on the 28th, the joint chiefs of staff requested a briefing on legislation to amend the federal income tax act, which was passed by the house of representatives on a motion to be signed by both houses of congress on august 2nd. the committee chairman said that if the press knew the target of the policy, it would lead to the creation of a fund for the country, which would be the equivalent of $1.7 trillion.",0.0,0.976,0.024,,0.2732
https://mainichi.jp/articles/20241128/k00/00m/010/308000c,mainichi,left,Politics,自民、アジアの安保環境議論の特命委発足　石破首相「変節」批判受け,自民、アジアの安保環境議論の特命委発足　石破首相「変節」批判受け自民党は28日、石破茂首相が持論とする「アジア版NATO（北大西洋条約機構）」構想などを念頭に、アジアの安全保障のあり方について議論する特命委員会を発足させた。中国やロシア、北朝鮮の軍事的な活動の活発化に加え、来年1月に就任するトランプ次期米大統領の「米国第一」主義がもたらす安保環境の変化への備えについても議論する。委員長に就いた小野寺五典政調会長は初会合で「石破首相が言うようにアジア版NATOや日米地位協定の改定は、一朝一夕でできる課題ではない。しっかり議論を積み上げていくことが大切だ。日米同盟を中心に、他国と連携を強める中で、日本の対処力や抑止力を高めていくチーム作りをやっていきたい」と語った。特命委は、首相が就任後、党総裁選で訴えた安保政策の持論を封印したことに対する「変節」批判を受けて設立された経緯がある。小野寺氏は会合後、記者団に「アジア版NATOや日米地位協定の問題にフォーカスして議論するというより、今後、トランプ政権とどう向き合い、日本の安保環境を整えるか、石破政権における安保戦略について大きな議論をする場所だ」と語った。【中村紬葵、金寿英】,Japan,"the party of the people, the party to the security of asia, has been formed, in the 28th of july, with the support of prime minister ishida",0.0,0.687,0.313,,0.8591
https://mainichi.jp/articles/20241128/k00/00m/010/236000c,mainichi,left,Politics,性や妊娠の正しい知識普及へ　こども家庭庁が有識者検討会を発足,性や妊娠の正しい知識普及へ　こども家庭庁が有識者検討会を発足性や妊娠に関する正しい知識の普及や健康管理を促す「プレコンセプションケア」について、こども家庭庁は28日、普及促進のための有識者検討会を発足させた。妊娠・出産を希望する人やそのパートナーへの情報提供や相談体制のあり方を検討し、来春をめどにプレコンセプションケア支援の5カ年戦略を策定する。この日の会合では若い世代や妊娠支援団体などへのヒアリングを実施。それに基づき、年齢と妊娠の関係や避妊、婦人科がん検診などについての知識の普及▽基礎疾患がある人への妊娠前の情報提供や月経関連疾患に関する相談支援のあり方――などを議論していく。また、医療機関や自治体、企業などでのプレコンセプションケアの提供促進に向け、相談対応やアドバイザー養成のためのマニュアル作成も進める。プレコンセプションケアを巡っては、政府が都道府県窓口での相談支援事業、学校や保健所での専門家による教育事業などへの助成や、若者向けのオンライン相談サイトの運営などを実施。一方で、若い世代での認知度向上が課題となっており、今年の骨太の方針で5カ年戦略の策定などで普及を進めていくことが盛り込まれた。【堀菜菜子】,Japan,the children's home office of the national child health initiative,0.0,1.0,0.0,,0.0
https://mainichi.jp/articles/20241214/k00/00m/030/257000c,mainichi,left,International,韓国国会周辺では歓声「民意は生きている」　女性のデモ参加目立つ,韓国国会周辺では歓声「民意は生きている」　女性のデモ参加目立つ韓国の尹錫悦（ユン・ソンニョル）大統領に対する弾劾訴追案の採決が行われた14日、国会前では尹氏の弾劾を求める大規模デモが開かれ、多くの市民が集まった。同日夕方に訴追案が可決されると、市民からは歓声があがった。飲食店経営者の金志明（キム・ジミョン）さん（59）は「本当に良かった。まだ民意が生きていると感じた」と述べた。可決の様子を中継で見た大学生の鄭芝祥（チョン・ジサン）さん(22)は「本当にうれしいがまだ、多くの課題が残っている。崩れた民主主義を再建できるよう、皆で努力しなければならない」と語った。韓国メディアによると、国会周辺には約20万人（警察当局推計）が集まった。軍が民主化デモを弾圧した光州事件(1980年)の現場から朝8時発のバスに乗ってソウルに駆けつけた人もいた。光州市の大学生の女性(26)は採決に先立ち、「国会を掌握しようと兵士を動員したのは明白な内乱行為だ。このような人をこれ以上、大統領の座に座らせることはできない」と強調した。今回の弾劾訴追を巡るデモでは、若い世代を中心にアイドルのコンサートで使われるペンライトを、K－POPに合わせて振る姿が注目された。聯合ニュースは、7日に行われた1回目の弾劾訴追案採決の際に、国会周辺に集まった群衆の約2割が10～20代の女性だったとするソウル市のデータを伝えた。「政治の無関心層と思われていた10～20代では異例の現象」とし、ペンライトなどの「新しい集会文化が多くの若い女性を引きつける起爆材になった」と評価した。【ソウル日下部元美】,Japan,"in the vicinity of korea's korean parliament, there was a lively demonstration of the people's will supporting president of south koreans",0.0,0.702,0.298,,0.7351
https://mainichi.jp/articles/20241215/k00/00m/030/001000c,mainichi,left,International,K-POPに合わせペンライト　韓国“デモ文化”　専門家に聞く変遷,K-POPに合わせペンライト　韓国“デモ文化”　専門家に聞く変遷「弾劾！　弾劾！」――。「非常戒厳」を宣布した尹錫悦（ユンソンニョル）大統領に対する抗議デモで、爆音で流れるK－POPに合わせ、ペンライトを振る人たちの姿が注目を集めている。韓国におけるデモ文化の変遷について、韓国外国語大日本研究所の河昇彬（ハスンビン）招へい研究委員に聞いた。――韓国では、いつからデモで歌うようになったのでしょうか。◆まず、韓国人を表す言葉として「飲酒歌舞」が挙げられるように、昔から公共の場で歌ったり、踊ったりする文化がある。北朝鮮のニュース映像を見ても、市民がよく歌ったり踊ったりしている。朝鮮民族に刻まれているものだと思う。一方で、韓国のデモでは1980年代以前は日本と同じようにシュプレヒコールが主流だった。それが、80年代に民主化運動の中から「民衆歌謡」というジャンルが誕生し、デモや集会で歌われるようになった。いわゆるプロテストソングだ。「あなたのための行進曲」がその代表で、軍が民主化デモを鎮圧した光州事件（80年）をきっかけに作られた曲と言われている。各大学に民衆歌謡のサークルができ、民主化後の90年～2000年代にかけても、学生運動をする学生たちが歌を作り、多くのヒット曲が生まれた。民衆歌謡に合わせて踊るようになったのは90年代ごろで、「岩のように」という歌は当時の学生であればみんな踊りを知っているほど有名になった。――そこからK－POPの流れになるのでしょうか。◆運動の時に歌う歌はみんなが知っていないといけない。民衆歌謡は繰り返し現場で歌われることによって認知が広まった。一方、10年代以降はK－POPをみんなが聴くようになり、その中でヒット曲や共感できるものが運動で利用されるようになる。K―POPを使用したデモとして有名なのが、16年に梨花女子大の学生らが新設学部設立反対を訴えたデモだ。社会人向けの新設学部の選考が不透明であるとして、大規模なデモになった。この運動の中で学生たちが少女時代の「Into　The　New　World」という歌を歌って抗議する姿が、テレビだけでなくネットを通しても注目された。この歌は他の運動でも使われるようになり、今回のデモでも広く歌われている。－－今回、K－POPのアイドルのコンサートの際に使用するペンライトが話題になっています。新しい現象なのでしょうか。◆日本語ではペンライト、韓国語では「応援棒」と言うが、デモで使用するのは新しいトレンドだ。16年の朴槿恵（パククネ）元大統領の弾劾時のデモでもペンライトを使用している人はいたが、当時はろうそくをともすという行為が強調され、象徴になった。今回ペンライトが多く利用されている背景には、その普及率の高さがある。アイドルを応援するペンライトが誕生したのが10年前後だ。その後、コンサートの運営側が観客のペンライトの光を無線で制御し、観客が一体感を持ってコンサートを楽しむといった技術の革新もあった。今はコンサートの必須アイテムとなっている。2～3個持っている人も珍しくない。また、ペンライトが目立つのは、今回、若い女性の参加者が多いことを示している。――デモの会場ではK－POPが大音量で流れ、フェスのような雰囲気もありました。◆デモだけでなく、韓国では政治の場で音楽やダンスが利用されるようになって久しい。金大中元大統領が当選した97年の大統領選の選挙運動で、ヒット曲の替え歌を流すようになった。00年代に入ると、選挙カーの前で選挙を手伝うボランティアの人たちが替え歌に合わせて歌ったり、踊ったりとかするのが日本でもニュースで流れるようになった。――今回、「歩きスマホをしない運動本部」「論文を書いていたけど飛び出してきた人たち」「全国　家でゴロゴロ連合」といったユニークな旗をあげてデモをしている様子もネットで話題になっています。この取り組みはいつからあるのでしょうか。◆16年の弾劾の時に生まれた。デモを行う人に対して、「北朝鮮の命令を受けてやっている」とか「何か政治団体の後ろ盾がある」といった指摘をする人たちがいた。それに怒った市民たちが特定の政治団体にいない普通の市民であることを示すために作り出したのが始まりだ。当初は労組のロゴなど既存のデザインのパロディーを載せたりしていたが、内容が多様化し、今ではオリジナリティーあふれる取り組みになっている。そして、それがネットで共有され、ネット上で意見を表明する際の大喜利ネタのように扱われたりと、ネットと連動した動きになっているのも興味深い。ペンライトと旗は今回のデモを象徴するものだと思う。――旗は韓国では簡単に作れるのでしょうか。◆安く簡単に作れる。日本では政治の現場ではポスターがよく使われるが、韓国は横断幕が頻繁に使用される。街中では至る所で横断幕がかかっているのを見ることができる。このため、横断幕をプリントする業者がたくさんあり、プリンター機を持っている学校もある。旗も横断幕も作り方は同じだ。旗の布の部分だけだと3000～5000円ぐらいで作れる。――デモを楽しんでいるようにも見えるといった指摘もあります。◆支配体制に対してユーモアでやり返すというのは、朝鮮王朝時代にも仮面劇などを通して、一般市民たちが支配階級をからかったり、風刺したりして楽しむという文化はあった。だが、それが今のデモの様子につながっているかというと、違うと思う。民主化運動においては多くの人の血が流れ、ユーモアを入れる雰囲気ではなかった。80～90年代の民衆歌謡は悲壮な曲が多いことからも当時の状況がわかる。デモで使用した火炎瓶で子供が被害にあい、火炎瓶の使用が禁止されたのが90年代後半。今はペンライトと旗を持っている。今のデモの雰囲気は、当時に比べ韓国社会が平和になったことを象徴しているとも言える。【聞き手・日下部元美】,Japan,"put lime on korean rap song korea kore [in kpop] [the] kano [southern] a student from the university of new york protesting the passage of the new college initiative for the workingclass youth movement in the united states of america i can't help but notice that the nike, the national organization of the people, and the greek union, have been making a stand in solidarity with the movement for democratic change, which has been called the 'twentiethday movement' the mood of the korean society is more peaceful now than it was then.",0.036,0.866,0.097,,0.7852
https://mainichi.jp/articles/20241214/k00/00m/030/247000c,mainichi,left,International,「最後の瞬間まで」　韓国・尹大統領が発表した国民への談話全文,「最後の瞬間まで」　韓国・尹大統領が発表した国民への談話全文韓国の尹錫悦（ユン・ソンニョル）大統領に対する弾劾訴追案が14日、国会で可決された。尹大統領が14日に発表した国民向け談話の全文は、次の通り。尊敬する国民の皆さま、本日、国会の弾劾訴追案が可決される様子を見ながら、初めて政治への参加を宣言した2021年6月29日を思い出しました。この国の自由民主主義と法治は崩れていました。自営業者の絶望、若者の挫折が国中を満たしていました。その国民の切望を胸に、政治に飛び込みました。それ以来一瞬たりとも休まず、全力を尽くして働いてきました。　大統領になって現場の国民に会ってみると、前政権の所得主導成長政策で小規模事業者と自営業者が悲鳴を上げていて、不動産の過大なローンで若者や庶民がうめき声をあげていました。けれども、落ち着いて苦しい事情を聴いて少しずつ問題を解決していった時、何よりも大きな幸せを感じました。輸出が回復するにつれて経済が活力を取り戻し、少しずつぬくもりが広がっていく姿に力が出ました。崩れた原発の「生態系」を復元させて、原発の輸出まで成し遂げました。未来のために必ず必要なのに、選挙に不利になることを恐れて、前政権などができなかった4大改革を切迫した気持ちで推進してきました。国民のために悩みながら推進してきた政策などが足を引っ張られた時は気が焦って夜も眠れませんでした。韓米日協力を復元しグローバル外交の地平を広げるために昼夜を問わず走りました。大韓民国の「1号営業マン」として世界を駆け巡って成果を上げた時には、言葉では説明できない大きなやりがいを感じました。大韓民国の国際的地位が高まり我々の安保と経済が堅固になる姿に疲れも忘れました。今、つらかったけれど幸せだったし、大変だったけれどもやりがいがあったその旅路を、しばらく止めることになりました。これまでの努力が無駄にならないか、もどかしいです。私は今、しばらく立ち止まりますが、この2年半、国民と共に歩んできた未来への旅路は決して止めてはいけないでしょう。私は決して諦めません。私への叱責、激励と声援すべてを心に抱いて、最後の瞬間まで国のために最善を尽くします。公職者の皆さまにお願い申し上げます。難しく大変な時間ですが、ぶれずにそれぞれの場所を守り、任された役割を全うしてください。（韓悳洙（ハンドクス））大統領代行を中心にみんなで力を合わせて、国民の安全と幸福を守るために最善を尽くしてください。そして政界にお願いします。暴走と対決の政治から、熟議と配慮の政治に変わるよう、政治文化と制度を改善するのに関心と努力を傾けてください。愛する国民の皆さま、私は韓国国民の底力を信じます。私たち皆、大韓民国の自由民主主義と繁栄のために力を合わせましょう。ありがとうございます。,Japan,"until the last moment, in the words of president kim il ho, the people of korea, united states of america, signed the letter of the constitution, which declared that the president of south korean, il ku suk, was the first president to vote for the freedom of movement for president yu kyu i am so grateful and so determined to continue my journey of great affluence and hard work, but i have been forced to pause for a moment, to consider the possibility that i might be able to do the same for the people of this country for two and a half years.",0.048,0.848,0.104,,0.6285
https://mainichi.jp/articles/20241214/k00/00m/030/245000c,mainichi,left,International,可決弾劾案、「親日外交」批判を削除　最大野党代表が書き換え指示か,可決弾劾案、「親日外交」批判を削除　最大野党代表が書き換え指示か14日に可決された韓国の尹錫悦（ユン・ソンニョル）大統領に対する2回目の弾劾訴追案は、尹氏の対日外交政策に対する批判が削除されるなど1回目から大きく書き換えられた。「弾劾事由とは無関係だ」などの指摘が国内外の専門家から出て、与党が弾劾に賛成しない理由の一つにもなりかねなかったためだ。弾劾案を提出した野党6党は、広く世論の支持を得て与党に賛成を促すためにも、党派性の強い文言は削除した方が得策と見た模様だ。特に問題となったのは1回目の弾劾案の結論部分だ。「価値外交という美名のもとで地政学的バランスを度外視し、朝中露を敵対視し、日本中心の奇異な外交政策に固執し、東北アジアにおいて孤立を招き、戦争の危機を触発した」などと記されていた。韓国の進歩的な野党勢力の間では、日韓関係を大きく改善させた尹氏の対日政策について批判的な見方が主流だ。尹氏の政策全般を批判する意味合いで、こうした文言を挿入したとみられる。しかし、これについて米政府系メディアのボイス・オブ・アメリカ（VOA）が、「日韓関係改善や日米韓の協力強化が韓国を孤立させたという見解は事実と符合しない」などと批判する米国内の専門家の声を伝え、韓国の新聞などでも広く引用された。また尹氏の戒厳令の宣布への見方とは別に、現在の南北、米中関係を見れば、韓国が日米韓の枠組みを重視すること自体は合理的と見る専門家は韓国内にも少なくない。こうした反応を受けて、弾劾案の作成を主導する最大野党「共に民主党」は、李在明（イ・ジェミョン）代表の指示で、戒厳令の違憲性など、弾劾事由と直接関係のある内容に絞って弾劾案を作成し直したという。共に民主党の議員は「1回目は時間がない中で過去の事例の資料を集めて作成した。外交の部分はその際に、間違って入ってしまったものだ」と韓国メディアに説明している。ただ、戒厳令を巡る1回目の弾劾案に、外交政策を巡るイデオロギー的な見方が反映されたことは、今回の事態が韓国内の保革対立と完全に切り離すことはできないことを示している。尹氏も、12日に発表した談話で「中国のスパイが無人機（ドローン）で軍事施設などを撮影しているが、取り締まるために法律を改正しようとすると野党が邪魔をする」などと述べて、外交・安全保障問題を絡めて野党を批判していた。【ソウル福岡静哉】,Japan,"the amendment of the constitution of july to the concurrent resolution of nam il tico and the amendment by the second house of congress to a second amendment to snder the fourth amendment, the bill of illo the first amendment, which delegates to the first session of the convention, has been drafted in haste, and the second amendment which states that the one document which governs foreign policy is the constitution, but it was not drafted until 12 days after the election.",0.0,1.0,0.0,,0.0
https://mainichi.jp/articles/20241214/k00/00m/030/241000c,mainichi,left,International,韓国弾劾訴追案可決　与野党が次期大統領選を想定も、情勢見通せず,韓国弾劾訴追案可決　与野党が次期大統領選を想定も、情勢見通せず韓国の尹錫悦（ユン・ソンニョル）大統領に対する弾劾訴追案が14日、国会で可決された。尹氏を支えてきた保守系与党「国民の力」から、12人が賛成に回ったとみられる背景に何があったのか。混乱を極める政局や、尹氏に対する内乱容疑での捜査は今後、どう進むのか。「採決に参加しよう」。与党国会議員団トップの権性東（クォン・ソンドン）院内代表は採決前の議員総会でこう呼びかけた。7日の1回目の採決は党として「欠席」を決めた。出席した時点で造反したことになり、賛成票を投じるハードルは高かった。一方、全員が出席すれば、無記名投票のため賛成票を投じても誰かは分からず、心理的負担は少ない。尹氏の側近として…,Japan,"the senate has passed a motion to impeach president nikolai from the lower house, which would have required 12 members of the house of representatives to vote in favor of his reelection, despite the fact that the motion was passed by the majority of members, including himself, who were opposed to the president's reelection.",0.039,0.912,0.048,,0.128
https://mainichi.jp/articles/20241214/k00/00m/030/242000c,mainichi,left,International,韓国大統領の弾劾訴追案可決　「内乱容疑」で捜査の行方は?,韓国大統領の弾劾訴追案可決　「内乱容疑」で捜査の行方は?韓国の尹錫悦（ユン・ソンニョル）大統領に対する弾劾訴追案が14日、国会で可決された。尹氏に対する内乱容疑での捜査は今後、どう進むのか。弾劾訴追案を可決したが、尹氏は並行して進む弾劾と捜査に「立ち向かう」と宣言しており、今後は国会と、元検事総長である尹氏とその弁護団との法的な争いが展開されることになる。弾劾訴追を受けて尹氏の罷免の是非を決める憲法裁判所の判断は180日以内に下される。さらに尹氏に対して内乱と職権乱用の容疑で進む捜査の行方も焦点だ。今回の戒厳令の宣布については、違憲であり弾劾訴追の要件は満たしているというのが憲法学者たちの主流の見方だ。高麗大の張永洙（チャン・ヨンス）教授は韓国メディアに対し、「北朝鮮の挑発兆候など差し迫った状況がない限り、戒厳宣布自体が弾劾理由になりうる」と指摘している。ただ、可決された弾劾訴追議決書に明記された内乱罪については専門家の間でも議論がある。尹氏はそこに「勝機」を…,Japan,"the prosecution of korea's president is pending, and the prosecution against president nyuk is scheduled for the 14th of july.",0.262,0.738,0.0,,-0.7506
https://mainichi.jp/articles/20241214/k00/00m/030/238000c,mainichi,left,International,韓国大統領の弾劾訴追は3例目　尹氏は徹底抗戦か、自らの功績も強調,韓国大統領の弾劾訴追は3例目　尹氏は徹底抗戦か、自らの功績も強調韓国の国会は14日、尹錫悦（ユン・ソンニョル）大統領による「非常戒厳」宣布が違憲だとして、尹氏への弾劾訴追案を賛成多数で可決した。野党や無所属議員の賛成に加え、保守系の与党「国民の力」からも12人が賛成したとみられる。尹氏の大統領としての職務は停止され、当面の間、韓悳洙（ハン・ドクス）首相が権限を代行する。韓首相は可決後、記者団に「国政の安定的な運営に全力を尽くす」と述べた。180日以内に憲法裁判所が弾劾訴追の是非を判断する。憲法裁が弾劾を認めれば、尹氏は罷免され、60日以内に大統領選が実施される。投票の結果は、賛成204、反対85、棄権3、無効8だった。弾劾案の可決には、国会の在籍議員300人のうち3分の2に当たる200人以上の賛成が必要。野党と無所属議員は計192人で可決には8人足りなかった。尹氏が12日に即時退陣を拒否したことから、世論の批判はさらに拡大。与党は14日の議員総会で弾劾への反対は維持しつつ、採決には出席する方針を決めた。賛成した204人のうち12人は「造反」した与党議員とみられる。また棄権と無効票が計11票に達したことも、反対方針への与党内の反発が反映された形だ。最大野党「共に民主党」など野党6党は、尹氏が3日夜に宣布した「非常戒厳」を「違憲」だと批判。尹氏の弾劾案は7日、反対の方針を決めた与党の大半の議員が国会での投票に参加せず廃案となったが、野党側は12日に2回目の弾劾案を提出していた。共に民主党の李在明（イ・ジェミョン）代表は可決後、「国民がこの国の主であることを証明した」との談話を発表した。一方、戒厳令の宣布を巡る検察や警察の捜査は進んでいる。捜査当局は、戒厳令の宣布や国会への戒厳兵の派兵などを内乱や職権乱用の容疑で捜査。当局は尹氏を内乱の首謀者とみて立件を目指している。捜査当局は13日、内乱容疑で警察庁の趙志浩（チョ・ジホ）長官を逮捕するなど、軍、警察幹部に対する捜査を加速している。現職大統領には不訴追特権があるが、内乱罪は例外。尹氏は弾劾案可決後、「私は一時、立ち止まるが、決して諦めない」とのコメントを発表した。自らの功績として「韓米日協力の復元」も強調した。12日の談話でも「弾劾にも捜査にも立ち向かう」と徹底抗戦の姿勢を示している。韓国大統領に対する弾劾訴追は3例目。2004年の盧武鉉（ノ・ムヒョン）氏に対する弾劾訴追は憲法裁が棄却し、盧氏は罷免を免れた。16年の朴槿恵（パク・クネ）氏への弾劾訴追は憲法裁が妥当と判断。朴氏は罷免された。【ソウル日下部元美】,Japan,"the third in a string of prosecutions against president korea, he has been a fierce opponent of the reelect of korean president yu, and he is a man of principle, with a record of serving faithfully and faithfully in the house of representatives of yun kyi, on the day of his election, the 14th of july, 2012. while the prosecution is pursuing charges against the president for obstruction of justice and the police are pursuing a criminal prosecution for the fall of martial law in 2011, the authorities have launched investigations into the possibility of civil disobedience and civil war as well as the possible use of force against democratic institutions.",0.127,0.772,0.101,,-0.6369
https://mainichi.jp/articles/20241214/k00/00m/030/225000c,mainichi,left,International,韓国与党代表「非常に重く受け止める」　尹大統領の弾劾訴追案可決,韓国与党代表「非常に重く受け止める」　尹大統領の弾劾訴追案可決韓国与党「国民の力」の韓東勲（ハン・ドンフン）代表は14日、尹錫悦（ユン・ソンニョル）大統領の弾劾訴追案が国会で可決されたことについて、「結果を非常に重く受け止める。与党代表として、国民とともに過ちを正し、憲法と民主主義を守る」と述べた。採決では与党からも12人が賛成票を投じたとみられる。個々の議員の判断について、「大統領を出した党として非常に難しい決定だったのではないか」と述べた。【ソウル日下部元美】,Japan,"as the leader of the opposition party, the ruling coalition party of korea, president han do joon ho, who is facing indictment for his role in the election of president yoon hong, has called for a constitutional amendment to impeach president nae kwon.",0.0,0.881,0.119,,0.6597
https://mainichi.jp/articles/20241214/k00/00m/030/207000c,mainichi,left,International,尹大統領の罷免処分「できるだけ早く」　韓国・最大野党代表が談話,尹大統領の罷免処分「できるだけ早く」　韓国・最大野党代表が談話韓国の尹錫悦（ユン・ソンニョル）大統領の弾劾訴追案が可決されたことを受け、最大野党「共に民主党」の李在明（イ・ジェミョン）代表は14日、「国民がこの国の主であることを証明した」との談話を発表した。李氏は「良心があれば、とんでもない戒厳令を宣布することはなかった」と指摘。国民に向け「尹氏に対する罷免処分ができるだけ早くなされるよう、私たちは一緒に戦わなければならない」と呼びかけた。【ソウル日下部元美】,Japan,"as soon as possible, president nakabayashi announced that he would not press charges against president lee kuiho, who was the prime minister of korea, for alleged abuses of power.",0.111,0.833,0.056,,-0.4188
https://mainichi.jp/articles/20241214/k00/00m/030/206000c,mainichi,left,International,「私は決して諦めない」　弾劾訴追案可決受け、韓国・尹大統領が談話,「私は決して諦めない」　弾劾訴追案可決受け、韓国・尹大統領が談話韓国の尹錫悦（ユン・ソンニョル）大統領は14日、自身への弾劾訴追案が国会で可決されたことを受け、国民向けの談話を発表した。「私は今、しばらく立ち止まるが、この2年半、国民と共に歩んできた未来への道筋を決して止めてはいけない。私は決して諦めない」と訴えた。尹氏は日韓関係の改善を軌道に乗せた。尹氏は「韓米日協力を復元しグローバル外交の地平を広げるために昼夜を問わず走った」と回想。そのほかの経済政策なども挙げ「これまでの努力が無駄にならないか、もどかしい」と述べた。大統領職務の停止に伴い権限を代行する韓悳洙（ハン・ドクス）首相を中心に「みんなで力を合わせ、国民の安全と幸福を守るために最善を尽くしてほしい」と訴えた。また与野党の政治家に対しては「暴走と対決の政治が、熟議と配慮の政治に変わるよう、政治文化と制度を改善するのに関心と努力を寄せてほしい」と呼びかけた。【ソウル福岡静哉】,Japan,"i am calling on president kim il ho to stand up for the constitution of the united states of america, and to call on the president of korea, ilho kong, to make a statement on behalf of his own party on this issue, on 14th of this year, when he signed the motion to amend the bill to improve the nation's relations with the democratic republic of south korean president nam gyu man.",0.0,0.89,0.11,,0.8126
https://mainichi.jp/articles/20241214/k00/00m/030/193000c,mainichi,left,International,韓国野党「偉大な国民の勝利」　尹大統領の弾劾訴追案が可決,韓国野党「偉大な国民の勝利」　尹大統領の弾劾訴追案が可決韓国最大野党「共に民主党」の朴賛大（パク・チャンデ）院内代表は14日、尹錫悦（ユン・ソンニョル）大統領の弾劾訴追案が韓国国会で可決されたことについて、「偉大な国民の勝利だ」と述べた。尹氏は職務停止になり、今後、憲法裁判所が罷免の可否を判断する。朴氏は可決後、記者団に対し「韓国の民主主義はもう一度勝利の歴史を作ることができた」と述べ、「弾劾審判の迅速な進行と憲法に従った厳正な審判」を求めた。最後に「国民の皆様に尊敬と感謝の気持ちを伝える」と言い、国会議員らは深々と一礼した。【ソウル日下部元美】,Japan,"the korean opposition party, the ruling party of the united democratic party korea, has called for a hung parliament and called on the koreans to vote for president pak daejung again on 14th.",0.0,0.72,0.28,,0.872
https://mainichi.jp/articles/20241214/k00/00m/030/171000c,mainichi,left,International,「内乱首謀者は退陣を」　弾劾訴追案採決、賛成派が大規模集会　韓国,「内乱首謀者は退陣を」　弾劾訴追案採決、賛成派が大規模集会　韓国韓国の尹錫悦（ユンソンニョル）大統領に対する弾劾訴追案が採決された14日、首都ソウルの国会周辺では賛成派が大規模集会を開催した。「内乱首謀者の尹錫悦は即時に退陣せよ」「与党は弾劾に賛成せよ」などと叫びながら、弾劾案の可決を訴えた。警察発表によると、午後3時半時点で14万5000人が集まった。あまりに多くの市民が押し寄せているため、警察は雑踏事故に注意するよう呼びかけている。大学生の女性(26)は、軍が民主化運動を弾圧した光州事件(1980年)の現場となった光州から朝8時発のバスに乗ってソウルに駆けつけた。「国会を掌握しようと兵士を動員したのは明白な内乱行為だ。このような人をこれ以上、大統領の座に座らせることはできない」と訴えた。一方、ソウル市中心部では尹氏の支持者らが集会を開催し「尹大統領を守ろう」「弾劾阻止」などと叫んだ。また、大統領府の周辺には「尹大統領、頑張ってください！」「戒厳令は正しい行為だ」などと記した花輪がずらりと並んでいる。尹氏の熱烈な支持者たちが贈ったものとみられる。【ソウル日下部元美、福岡静哉】,Japan,"the rebellion against the regime of president kim il ho has been called off, with a massive rally in the capital city of korea, where the party's majority leader, candidate for president, nakatasan, has called for a snap election to replace him.",0.037,0.963,0.0,,-0.128
