link,source,bias,topic,titles,content,Country,title,Sentiment
https://www.sankei.com/article/20241214-WX35B2RBBBOADNVQEOSLLVLZWQ/,sankei,right,International,尹氏の「価値」外交崩壊がもたらす北東アジアの危機　ソウル支局長・桜井紀雄,尹氏の「価値」外交崩壊がもたらす北東アジアの危機　ソウル支局長・桜井紀雄韓国の尹錫悦（ユンソンニョル）大統領が軍部隊を国会に突入させた「非常戒厳」の宣布は、民主主義国家としての韓国の信用をおとしめ、自らを失脚させただけではない。尹氏が唱えた「自由民主主義の価値を共有する国同士の安全保障連携」という理念も大きく傷つけた。北東アジア安保への負の影響は避けられない。尹氏は韓国の外交・安保の殻を破ろうとした。北朝鮮の核・ミサイルの脅威から国を守るために日米との安保連携は不可欠だとの信念の下、対日関係改善を急いだ。野党が「自衛隊が朝鮮半島に進駐する」と国民の不安をあおろうとしても意に介さず、日米韓の共同防衛訓練を定例化させた。日米のインド太平洋戦略と共同歩調を取り、北大西洋条約機構（NATO）加盟各国とまで安保協力の幅を広げた。対北問題を進展させるため、米日中露という周辺4大国からの協力取り付けにきゅうきゅうとしてきた韓国の外交・安保政策を大転換させた。戒厳宣布と外交的成果は別だとの見方がある。ただ、尹氏は12日の談話で強調した。「私は就任以来、一瞬も個人的人気や地位にこだわったことはない。地位の保全を考えれば、戒厳宣布はなかった」。北朝鮮の脅威に対する危機感と世論を恐れずに信念を貫く政治姿勢が外交・安保策の大胆な転換を可能にした。その裏返しとして、国内の親北野党勢力に対する危機感と周囲の声を聞かずに突き進む姿勢が戒厳の背景にある現実は重い。野党は尹氏が中朝露を敵視し、日本と密着したと批判してきた。経済関係の深い中国との融和や対北対話を優先する野党が政権を取れば、朝鮮半島と台湾海峡での有事の同時進行に備えた日米との安保協力を前向きに進めるとは考えにくい。韓国外交は再び殻に閉じ籠もるだろう。中朝の脅威が急速に増す中、それがもたらす安保危機を日本政府は自覚しているだろうか。,Japan,,"{'negative': 0.1837327778339386, 'neutral': 0.6354779005050659, 'positive': 0.18078933656215668, 'compound': -0.0029434412717819214}"
https://www.sankei.com/article/20241214-AXG3AGI42ZORZPC6CRQRSRQ7LU/,sankei,right,International,韓国与党「名分」失い12人以上が造反、政局の混乱続く　尹大統領の弾劾訴追案可決,韓国与党「名分」失い12人以上が造反、政局の混乱続く　尹大統領の弾劾訴追案可決【ソウル＝時吉達也】韓国の尹錫悦（ユンソンニョル）大統領に対する2度目の弾劾訴追案は14日、与党議員12人以上が「造反」を決断したことで可決された。前回採決での投票ボイコットが世論の非難を招いた上、尹氏が辞任拒否に転じたことで「混乱を最小化する」という弾劾回避の名分を失ったことが大きい。捜査当局は大統領代行の韓悳洙（ハンドクス）首相を内乱事件の容疑者として調べる方針で、政局の混乱は当面続く見通しだ。14日、最高気温2度の寒空の下、ソウル・汝矣島（ヨイド）の国会議事堂前には、警察推計で19万8千人のデモ参加者が集結。可決の速報を受け、大きな歓声をあげた。漫画家の徐時花（ソシファ）さん（30）は「弾劾訴追は責任追及の始まりに過ぎない」と厳しい表情で話した。7日の1度目の採決では、与党「国民の力」所属議員の多くが投票に参加せず弾劾訴追案は廃案となった。同党は尹政権の「秩序ある早期退陣」に向けた行程表を示すことで「弾劾より早く国政を正常化できる」と訴える戦略だった。だが、消極的な国会対応に党支持層でも批判が強まり、若手議員の事務所には「議員生命の終わり」を意味する葬式用の花輪が届いた。最大野党「共に民主党」は短期の臨時国会を毎週開くことで、会期中に1度のみ可能な弾劾訴追案の採決を繰り返す「奇策」を表明して与党側に圧力をかけた。世論の弾劾「賛成」も75％に達した。状況が悪化する中、尹氏は12日、任期短縮に応じる姿勢から一転、戒厳宣布を正当化する談話を発表。「弾劾であれ捜査であれ堂々と立ち向かう」と徹底抗戦を表明した。このため、与党重鎮議員らも弾劾訴追は避けられないとの判断に傾き、無記名で造反の出やすい投票への参加に踏み切った。今後は憲法裁判所が、弾劾罷免の妥当性を180日以内に判断する。淑明女子大の洪誠秀（ホンソンス）教授（法学）は、過去の同種審判で2～3カ月を要した盧武鉉（ノムヒョン）、朴槿恵（パククネ）両元大統領のケースに比べ「争点は多くない」と分析。「年明けの審理開始から2カ月程度で罷免手続きを終えられるのではないか」との見方を示す。一方、高麗大法学専門大学院の車珍児（チャジンア）教授は、国会封鎖を巡る尹氏と軍幹部らの証言が真っ向から対立する中で「多数の証人尋問などが必要になる」と指摘。「180日」の判決期限は「訓示規定」に過ぎず、弾劾裁判は長期化する可能性もあるとみる。罷免の可否が示されるまで、大統領代行態勢は不安定な国政運営を余儀なくされそうだ。戒厳宣布直前の閣議に出席した韓首相に対し、警察当局は内乱容疑で事情聴取を行うと通知しており、強制捜査に発展する可能性もある。韓氏に続く大統領代行候補の各閣僚もすでに逮捕や辞任、弾劾訴追に伴い、相次ぎ空席が生じている。,Japan,,"{'negative': 0.985158383846283, 'neutral': 0.011560226790606976, 'positive': 0.0032813705038279295, 'compound': -0.981877013342455}"
https://www.sankei.com/article/20241214-PA33M7IT3JIWZLFSCBHSZFQT6Y/,sankei,right,International,検事総長から政界へ…尹錫悦韓国大統領の2年半　日米韓協力強化も国会運営に苦慮,検事総長から政界へ…尹錫悦韓国大統領の2年半　日米韓協力強化も国会運営に苦慮韓国の尹錫悦（ユンソンニョル）大統領は26年間、検察官としてのキャリアを積んで検事総長にまで上り詰め、政界へと転じた異色の経歴の持ち主だ。「人に忠誠を尽くさない」との信念のもと、時の政権におもねることなく、保守系の朴槿恵（パククネ）元大統領や革新系の文在寅（ムンジェイン）前大統領の側近ら政界中枢の汚職捜査を手がけて国民から注目された。2022年3月の大統領選に向けた出馬表明では、「崩れた自由民主主義と法治を立て直す」と決意を語った。与党「国民の力」の候補者として、野党「共に民主党」候補だった李在明（イジェミョン）代表との大接戦を得票率0・73ポイント差で制した。当時の大統領府、青瓦台を「帝王的権力の象徴」として批判し、国民に解放すると公約。就任直後に大統領府を竜山の旧国防省庁舎に移転し、国民との対話姿勢を強調した。外交政策では国際社会の自由・平和・繁栄に貢献する「グローバル中枢国家」を目指すと宣言。核・ミサイル開発を誇示する北朝鮮をにらみ、日米韓の安全保障協力を重視した。対日外交では昨年3月、いわゆる徴用工問題で韓国側が賠償相当額を支払う解決策を発表するなど関係改善を主導。同盟国の米国に国賓訪問し、米キャンプデービッドで日米韓首脳会談を行うなど外交成果を挙げた。一方、国内では金建希（キムゴンヒ）夫人の株価操作やブランド品の収受などの疑惑を追及する野党と激しく対立。大学医学部定員を大幅に増やす政策に反発した研修医らの職場離脱が長期化するなど、医療に深刻な影響が及んだ。内政の混乱を背景に今年4月の総選挙で与党は大敗し、野党「共に民主党」が国会で過半数を握った。尹氏の支持率は右肩下がりとなり、「非常戒厳」宣布の直前には20％を割り込んでいた。（石川有紀）,Japan,,"{'negative': 0.06425346434116364, 'neutral': 0.3446338176727295, 'positive': 0.5911126732826233, 'compound': 0.5268592089414597}"
https://www.sankei.com/article/20241214-RZEIC5A445MCRG2N3XS5WFVAY4/,sankei,right,International,「ととが天国でもいっぱい登れるように…」　K2西壁で滑落のクライマー２人に「お別れ」,「ととが天国でもいっぱい登れるように…」　K2西壁で滑落のクライマー２人に「お別れ」パキスタン北部にある世界第2の高峰K2（8611メートル）西壁の最難未踏ルートに挑み、7月に滑落した山岳カメラマンでクライマーの平出和也さん＝当時（45）＝と中島健郎さん＝同（39）＝の「お別れの会」が14日、東京都内で開かれた。関係者ら約1500人が参列し、未踏の壁に新しいラインを描き続けた2人をしのんだ。2人が挑んだK2西壁は、8千メートル峰に残された「最難関の課題」の一つ。酸素ボンベを使い、多くの人数と物資を投入する「極地法」で別ルートを登った記録はあるが、2人が挑んだのは酸素ボンベを持たず、装備を軽量化して少人数で一気に登る先鋭的な「アルパインスタイル」での最難ルート。過去に「世界最強」と称されたポーランドの登山家が4度挑んだが、敗退している。2人が所属する石井スポーツ（東京都）の最終報告などによると、2人は現地時間7月27日午前7時ごろ、標高約7550メートルの氷雪壁を登攀（とうはん）中に、氷とともに約1200メートル滑落。同社はヘリなどでの救助を試みたが二重遭難の危険性が高く、家族の同意のもと30日に救助活動を打ち切った。「お別れの会」は関係者向けと一般向けの2部構成で開催。関係者向けの会であいさつした平出さんの妻、尚子さん（46）は、幼い娘が「ととが天国でもいっぱい山に登れるように」と話したことを明かし、「『山に登らなければ』ではなく、これ以上彼の人生を肯定するものはないと思った。彼が生きていたときと同じように、明るく楽しく生きていきたい」と述べた。7千メートル級の未踏壁で新ルートを登り続けているクライマーは現在、世界でも一握りしかいない。平出和也さんと中島健郎さんは遭難後の今月10日、昨年7月に果たしたパキスタンのティリチミール（7708メートル）北壁初登攀で「登山界のアカデミー賞」とも呼ばれるピオレ・ドール賞を受賞した。平出さんは日本人最多となる4回目、中島さんも3回目の受賞だ。長野県出身の平出さんは、東海大在学中に同大山岳部OB主体の遠征隊でヒマラヤのクーラカンリ（7381メートル）東峰に登頂し、国際公募隊に加わってチョ・オユー（8201メートル）にも登頂。だが、頂上まで張られた固定ロープをたどるという、近年の高峰ノーマルルートの登り方に違和感を抱いた。23歳のとき、地図を手に一人パキスタンの山岳地帯を旅する中で、未踏ルートを自ら切り開く登山を志した。地図を見て現地に何度も通って山を眺め、自分だけの独創的なラインを描いて登る。人生をかけてそんな挑戦を続けたいと、大学を退学して現所属先に入社した。奈良県出身の中島さんも関西学院大山岳部在籍中に3度の海外遠征を経験し、ネパールの未踏峰・パンバリヒマール（6887メートル）とディンジュンリ（6196メートル）を初登。大学卒業後は山岳コンサルタント会社に就職、テレビ番組の山岳カメラマンとしても活躍した。平出さんも同じころ、個人的に山での撮影の仕事を受け始めていた。2人が初めて海外の山に一緒に登ったのは2014年、ミャンマー最高峰のカカボラジ（5881メートル）北稜の新ルート。このときリーダーを務めた山岳ガイドの倉岡裕之さん（63）は、2人の装備が「あまりに少なかった」ため、「（確保用の）フィックスロープ2本ぐらいは持っていったら」と声をかけると、「今の時代、フィックスなんか持っていったら登山じゃないですよ」と平出さんが真顔で言ったのを覚えている。結果的には天候悪化に加え、ロープ不足もあって5670メートルで撤退したが、倉岡さんは2人のこだわりや登り方が「よく分かった」という。未踏のラインを見いだす卓越したセンスを持つ平出さんは司令塔、馬力ある中島さんがルートを開く。「あの2人だからこそやれた登攀だった。ずば抜けていた」と悼んだ。おごらない謙虚さは、2人に共通していた。中島さんの妻は事故後、「トップクライマー」と称されていた中島さんが常々、「ただの登山愛好家や」と話していたことを夫の交流サイト（SNS）につづった。数々のトロフィーや賞状は大切に押し入れにしまいこんでいたといい、「ただただひたむきに、山を楽しんでおりました」としのんだ。（木村さやか）,Japan,,"{'negative': 0.8322093486785889, 'neutral': 0.13651131093502045, 'positive': 0.03127928823232651, 'compound': -0.8009300604462624}"
https://www.sankei.com/article/20241214-5TCGZ4QEQJLADMBXMPSJU27SUI/,sankei,right,International,「救出に残りの人生をかける」北朝鮮帰還事業開始から65年で追悼式,「救出に残りの人生をかける」北朝鮮帰還事業開始から65年で追悼式「地上の楽園」と宣伝され、9万3千人以上の在日朝鮮人とその家族らが北朝鮮に渡った帰還事業で、第1便の船が新潟港から出港して65年となる14日、北朝鮮で亡くなった人たちを追悼する式典が同港の中央埠頭（ふとう）で開かれた。主催団体の川崎栄子代表（82）は「北朝鮮に人権を確立し、国民や私の残された家族を救う。そのことに残りの人生の全てをかける」と決意を新たにした。帰還事業は昭和34年から59年まで行われ、在日本朝鮮人総連合会（朝鮮総連）などが北朝鮮を「地上の楽園」と宣伝し、帰還を勧めた。帰還者は北朝鮮で貧困と迫害にさらされ、一部の人は日本や韓国などに脱出したが、日本との往来を許されずに現地で死亡した人も多い。式典には、脱北者や帰還者の家族ら約50人が出席。黙禱（もくとう）や献花、死者を悼む朝鮮半島伝統の踊りがささげられた。47年に新潟港から北朝鮮に渡り、平成13年に脱北した石川学さんは今年2月、病気のため65歳で他界。式には、妻の朴恵淑（パク・ヘスク）さん（67）が出席し、「夫は亡くなる前（北朝鮮に渡ったことが）くやしいと言っていた」と振り返った。,Japan,,"{'negative': 0.4196838140487671, 'neutral': 0.3441164493560791, 'positive': 0.23619972169399261, 'compound': -0.18348409235477448}"
https://www.sankei.com/article/20241214-FSHLAPGDPBJPHILMISLKQEDWLQ/,sankei,right,International,万博消費額1兆円、関西の経済成長0.34Ｐ押し上げ　りそな総研試算、ホテル対応カギ,万博消費額1兆円、関西の経済成長0.34Ｐ押し上げ　りそな総研試算、ホテル対応カギ2025年大阪・関西万博の会期中の来場に伴う消費額について、りそな総合研究所が約1兆円に上ると試算した。関西で新たに発生する需要は5670億円で、関西の実質域内総生産（GRP）を0・34ポイント押し上げる効果を見込む。ただ関西ではホテルが不足しており、宿泊客が他地域に流れれば期待された効果が得られなくなる。万博は来年4月13日から半年間、大阪市の人工島・夢洲（ゆめしま）で開催。会期中に約2820万人が訪れ、うち約350万人がインバウンド（訪日客）と想定されている。りそな総研はこの来場者予測に基づき、万博を訪れた人の消費額が計約1兆円に上ると試算した。内訳は会場内消費が1730億円、チケット代が1960億円、交通費が2120億円、会場外消費が4620億円となっている。会場外消費は関西経済の成長に直結するとし、国内客が1690億円、インバウンドが2930億円と推計。会場外消費を軸に関西で新たに発生する需要は5670億円、それによる関西の実質的な押し上げ効果（付加価値ベース）は2960億円で、関西のGRPを0・34ポイント押し上げるとみる。全国では8570億円の経済効果が生まれ、GRPを0・15ポイント押し上げるという。りそな総研の荒木秀之主席研究員は万博開催による経済効果について、「半年間で3千万人近くが宿泊や消費をする経済的なパワーはそれなりのものだ。経済成長率を押し上げる効果は大きい」と評価する。ただ、試算された経済効果を享受するためにはホテル需要への対応が重要となる。関西では人手不足で稼働率を上げることができないホテルもあり、宿泊客が関西以外に流れれば十分な効果は得られなくなる。荒木氏は、万博期間中は観光客だけでなく警備など万博に関連して働く人の宿泊施設も必要となるため、ホテルの需要はさらに逼迫（ひっぱく）すると分析。「あふれた需要は最終的に民泊がまかなうことになるのではないか。特に外国人は民泊に抵抗がない。関西経済の成長のカギは民泊が握っている」と指摘する。一方、万博開催による国内経済全体への波及効果について、経済産業省は約2・9兆円と発表。民間シンクタンクのアジア太平洋研究所は約2・7兆～約3・3兆円としている。（井上浩平）,Japan,,"{'negative': 0.06959278881549835, 'neutral': 0.8978418111801147, 'positive': 0.03256542235612869, 'compound': -0.03702736645936966}"
https://www.sankei.com/article/20241214-HP3ZUS3CHZOFLOK77WRW7MDMPU/,sankei,right,International,＜速報＞韓国国会、尹大統領の弾劾訴追案を可決　職務停止、首相が代行へ,＜速報＞韓国国会、尹大統領の弾劾訴追案を可決　職務停止、首相が代行へ【ソウル＝時吉達也】「非常戒厳」を一時宣布し戒厳軍を動員するなどした韓国の尹錫悦（ユンソンニョル）（ユン・ソンニョル）大統領について、韓国国会（定数300）は14日、弾劾訴追案を可決した。大統領の職務は直ちに停止され、韓悳洙（ハン・ドクス）首相が代行する。賛成は204票、反対は85票、棄権は3票。可決には在籍議員の3分の2にあたる200人以上の賛成が必要だった。今月7日の弾劾訴追案の採決では、与党「国民の力」議員のほとんどが投票を行わず、採決不成立で廃案となった。「共に民主党」など野党側は12日に弾劾訴追案を再提出していた。,Japan,,"{'negative': 0.997688889503479, 'neutral': 0.0014809801941737533, 'positive': 0.0008301931084133685, 'compound': -0.9968586963950656}"
https://www.sankei.com/article/20241214-PDU7MQ4KDJFCRASQ3MNHKBG2CQ/,sankei,right,International,,先週、韓国の尹錫悦（ユン・ソンニョル）大統領が「非常戒厳」を宣言したのには驚いた。ただ、軍がほとんど何もしないうちに国会で解除決議案が可決され、わずか6時間で解除が表明された。その後、野党側が提出した尹氏への弾劾訴追案が否決…という目まぐるしい展開には、付いていくのがやっとだった。弾劾案採決の前日には、与党代表が弾劾に賛成する意向を示した。弾劾が可決され、すぐ大統領選挙が行われれば「親中」かつ「反日」強硬派とされる最大野党「共に民主党」の李在明（イ・ジェミョン）代表が次期大統領になる可能性が高まり、日米両政府に緊張が走った。李氏が大統領になれば、東アジアにおける「日米韓」対「中朝露」の軍事バランスが崩れるとの懸念がある。ただ、李氏は11月に公選法違反で有罪の一審判決を受けている。最高裁で有罪が確定すれば、公民権停止となって大統領選には出られなくなる。注目の弾劾決議は否決され、尹氏は一応、その地位にとどまることになった。西側諸国で、ホッと胸をなで下ろしている人は多いだろう。しかし、尹氏の「年明け退陣説」もある。李氏の有罪確定前に大統領選が実施されれば、李氏が出馬して当選もあり得るという。韓国与党「国民の力」の韓東勲（ハン・ドンフン）代表は、今後の国政運営は韓悳洙（ハン・ドクス）首相と緊密に協議しながら当たっていく方針を表明したが、そんなことは可能なのか。野党はさらに強硬となり、政府与党の政策をすべて潰しにかかるだろう。韓国の政治はすでに壊れてしまったように見える。政治が「壊れて」いるのは韓国だけではない。日本では自民党と公明党が少数与党となり、補正予算に賛成してもらうため、野党の国民民主党が提案している「減税」について協議をしているが難航中だ。他のG7（先進7カ国）諸国を見ても、米国は「またトラ」だし、ドイツでは連立が崩壊して年明けに首相の信任投票が行われる。フランスでは内閣不信任案が可決されて総辞職するなど、各国ともなかなか大変な状況だ。経済的には豊かな国々で、景気もさほど悪いわけでもないのに、なぜ与党の政権運営がうまくいかないのか。おそらく最大の理由はインフレによる物価高で、所得が増えていない人たちの生活が苦しくなっていることだろう。その背景には日本ではまだ顕著ではないが、少子化による労働力不足を補うための急激な「移民政策の推進」などによる社会の混乱もある。各国の状況を見れば、日本が何をすべきかは明白だ。自公与党は、国民民主党が提案する「103万円の壁撤廃」や「トリガー条項凍結解除」などの減税策を飲むしかない。それをきっかけに国民民主党と連立協議をすることだ。そして、移民政策は慎重に。選択的夫婦別姓など、日本の伝統や国家の根幹に関わる問題も、時間をかけて話し合わないと国が分断されてしまうので注意が必要だ。これらについて、与党は国民民主党だけでなく、比較的考えが近い日本維新の会とも連携した方がいいのではないか。（フジテレビ客員解説委員）,Japan,,"{'negative': 0.4518401026725769, 'neutral': 0.5218615531921387, 'positive': 0.026298323646187782, 'compound': -0.4255417790263891}"
https://www.sankei.com/article/20241214-R57HVK3TPZHKLPPEUCZDHHDXUM/,sankei,right,International,,先週半ば、外務省の幹部と長時間話す機会を得た。話題は当然、来年1月20日に発足するトランプ政権であった。報道先行もあったが、日本では国務長官にハガティ上院議員、商務長官にライトハイザー元米通商代表部（USTR）代表といった知日派の指名期待が高かった。だが、見事に裏切られた。傷心のライトハイザー氏は、やはりトランプ第1期政権のオブライエン元大統領補佐官（国家安全保障担当）が退任後、ワシントンに設立したコンサルタント会社「アメリカン・グローバル・ストラテジーズ」入りした。実は、そのオブライエン氏の「トランプ2・0」要職就任を我（わ）が国で期待していたのは、北村滋元国家安全保障局長である。北村氏自身が同社顧問なのだ。元駐日大使のハガティ氏が政権要路に就くことを期待していたのはオールジャパンである。事実、トランプ人事が関心を集めていた只（ただ）中の11月下旬にワシントンを訪れた長島昭久首相補佐官は、ハガティ氏と短時間ながら面談できたことで、鬼の首を取ったかのような喜びだったと聞く。ルビオ上院議員が国務長官に指名されたことで、大統領選と同時に実施された上院議員選で共和党は非改選38と改選当選15合わせて53議席となり過半数を制した。だが、ルビオ国務長官に加えてハガティ氏まで政権入りすると53マイナス2で51議席になってしまう。つまりハガティか、ルビオの「選択の初戦」でハガティは敗退したのだ。それでも我が方のワシントン特派員の関心をなぜ集めないのか理由は分からないが、重要な情報が届いていない。大統領補佐官（国家安全保障担当）に指名されたウォルツ下院議員に関する案件である。米陸軍特殊部隊員（グリーンベレー）としてアフガン、中東、アフリカ従軍、州兵大佐。国防総省政策顧問、ホワイトハウス国土安全保障政策顧問。この人事には日本にとって大切な秘事がある。それは2021年にウォルツ氏が再婚したジュリア・ネシェワット博士のことだ。ヨルダンからの移民の子としてニューヨーク州カーメルで生まれ、フロリダ州ウマティラで育った（ちなみにウォルツ氏も同州生まれ）。ネシェワット氏は、ジョージタウン大学外交大学院で国家エネルギー安全保障の修士号、東京工業大学（現東京科学大学）大学院で理工学博士号取得。国務次官補代理（エネルギー資源担当）などを経て大統領補佐官（国土安全保障・テロ対策担当）となった。米外交問題評議会（CFR）研究員として日本滞在中に「3・11」（東日本大震災）を体験した。超知日派であり、有力な援軍となる。外務省幹部の〝笑み〟も得心できる。（ジャーナリスト　歳川隆雄）,Japan,,"{'negative': 0.06704924255609512, 'neutral': 0.8678752779960632, 'positive': 0.06507550179958344, 'compound': -0.0019737407565116882}"
https://www.sankei.com/article/20241214-CQBX46X5OFLOBMP2KGOERKPQNI/,sankei,right,International,ガザで国連のトラック74台襲撃される　食料などの物資強奪を批判「容認できない」,ガザで国連のトラック74台襲撃される　食料などの物資強奪を批判「容認できない」国連でパレスチナ自治区を担当するハディ人道調整官は13日、自治区ガザで11日に国連のトラック計74台が襲撃され、食料など支援物資が奪われたと明らかにした。「人道支援を台無しにする行為で、容認できない」と批判した。ハディ氏によると、ガザ最南部ケレムシャローム検問所から入った70台、別の検問所から入った5台のうち4台が略奪の被害に遭った。ガザでは11月中旬にもトラック97台分の支援物資が強奪された。人道危機の深刻化で治安も悪化している。（共同）,Japan,,"{'negative': 0.9982519745826721, 'neutral': 0.001184120774269104, 'positive': 0.0005637811264023185, 'compound': -0.9976881934562698}"
https://www.sankei.com/article/20241215-UIMILRPCKJLIBDI63LBECDI3PQ/,sankei,right,International,尹氏「決して諦めない」職務停止も争う姿勢　弾劾訴追案可決受け談話,尹氏「決して諦めない」職務停止も争う姿勢　弾劾訴追案可決受け談話【ソウル＝時吉達也】韓国国会（定数300）は14日、「非常戒厳」を一時宣布し戒厳軍を動員するなどした尹錫悦（ユン・ソンニョル）大統領に対する弾劾訴追案を可決した。憲法裁判所は尹氏の罷免の妥当性を180日以内に判断する。韓国政治は混迷が続く見通しで、改善傾向にあった日韓関係への影響も予想される。尹氏の弾劾訴追議決書は14日午後7時24分（日本時間同）、大統領府に送達され、尹氏は同時間をもって職務停止となった。韓悳洙（ハン・ドクス）首相が代行する。韓氏は同日夜、臨時閣議を開催し、北朝鮮に対する監視·警戒態勢を強化するよう指示。米韓と日米韓の「信頼を維持することに最善を尽くす」と述べた。尹氏は14日、弾劾案可決を受けて談話を発表。日米韓協力の強化などの実績を挙げて「この間の努力が無駄にならないかもどかしい」と述べる一方、「決して諦めない。最後の瞬間まで国のために最善を尽くす」とも主張。憲法裁で争う姿勢を示した。弾劾訴追案の採決では、賛成票は204票で、在籍議員の3分の2にあたる200人以上が賛成する可決要件を満たした。野党側の議員は計192人で、党として弾劾訴追に反対する方針だった与党「国民の力」所属議員のうち12人以上が造反したとみられる。弾劾訴追案の採決は2度目で、7日には与党「国民の力」議員の投票ボイコットで廃案となった。同一人物に対する弾劾案は国会会期中に1回しか採決できない。このため、「共に民主党」など野党側は会期を1週間単位で区切り、12日に弾劾案を再提出した。韓国大統領の弾劾訴追は、盧武鉉（ノ・ムヒョン）、朴槿恵（パククネ）（パク・クネ）両元大統領に続き3人目。憲法裁で罷免が認められれば朴氏以来2人目となり、60日以内に次期大統領選が実施される。捜査当局は内乱容疑で尹氏の捜査を進める。内乱罪は大統領の不訴追特権の例外に当たる。,Japan,,"{'negative': 0.8243576884269714, 'neutral': 0.16416330635547638, 'positive': 0.01147896982729435, 'compound': -0.8128787185996771}"
https://www.sankei.com/article/20241214-YAKMRAJ5QFI4DHHLBEGZUOR2EU/,sankei,right,International,ガザの学校2カ所を攻撃、9人死亡　イスラエル軍「指揮所として利用」と主張,ガザの学校2カ所を攻撃、9人死亡　イスラエル軍「指揮所として利用」と主張イスラエル軍は14日、戦闘を続けるパレスチナ自治区ガザの北部ガザ市の学校2カ所を攻撃し、パレスチナ通信によると、計9人が死亡した。イスラエル軍はイスラム組織ハマスが「指揮所」として利用していたなどと主張した。ガザ保健当局は14日、昨年10月に戦闘が始まって以降のガザ側死者が4万4930人になったと発表した。一方、レバノン南部の複数の地域でイスラエル軍によるものとみられる爆発音や銃声が相次いだ。レバノン国営通信が伝えた。イスラエル軍は停戦発効後も攻撃を繰り返している。（共同）,Japan,,"{'negative': 0.9939534068107605, 'neutral': 0.003967315889894962, 'positive': 0.002079261001199484, 'compound': -0.991874145809561}"
https://www.sankei.com/article/20241214-3YLSCMT6IZMXBNM5DEGUYN26XU/,sankei,right,International,尹政権が対北局地戦けしかけたか　北朝鮮の疑心と無視は続く,尹政権が対北局地戦けしかけたか　北朝鮮の疑心と無視は続く【ソウル＝桜井紀雄】韓国の尹錫悦（ユンソンニョル）大統領が軍を動員した「非常戒厳」宣布を巡り、尹政権が事前に北朝鮮へ無人機を飛ばすなどして軍事的緊張をあおり、戒厳の名分をつくり出そうとしていた疑いが指摘されている。14日の尹氏の弾劾訴追で今後、北朝鮮に融和的な革新系最大野党「共に民主党」が存在感を増すことになるが、北朝鮮は韓国を「第1の敵対国」とする2国家論を掲げ、韓国を無視する路線を続けるとみられる。北朝鮮は10月、韓国軍が数回にわたって無人機を平壌上空に侵入させたと主張した。物証として韓国から飛来し墜落したとする無人機の写真も公開。再び領空侵犯すれば、軍事的報復も辞さない姿勢を誇示してきた。金正恩（キムジョンウン）朝鮮労働党総書記はこれに先立ち、北朝鮮への「圧倒的対応」や「北朝鮮政権の終末」を演説などで強調する尹氏に対し、「まともな人間でないのではないか」と強調。韓国から暗殺を仕掛けられる事態に備えて自身の警護レベルも引き上げたとされる。今月3日の戒厳宣布を受け、韓国野党は、平壌への無人機飛行は金竜顕（ヨンヒョン）前国防相の指示によるものだったと主張した。金前国防相は、北朝鮮がごみをくくり付けた風船を韓国へ大量散布しているのに対抗し、風船を飛ばす地点をピンポイント攻撃することも提案したと、韓国メディアが報じた。戒厳が必要となる軍事的緊張をつくり出そうとした疑いだ。軍は認めていないが、今後の捜査の焦点の一つとなりそうだ。金正恩氏は昨年末以降、南北統一政策の放棄や南北2国家論を唱え、韓国との対話を完全に閉ざす政策を維持している。韓国の対北敵視は右派政権でも左派政権でも「変わらない」とも主張した。文在寅（ムンジェイン）前政権時代に南北対話や米朝首脳会談に応じたものの、決裂した苦い経験が背景にあるようだ。北朝鮮は軍事的協力を深めるロシアとの関係を優先させ、韓国との対話拒否は当面、継続させると予想される。,Japan,,"{'negative': 0.9684914350509644, 'neutral': 0.025539610534906387, 'positive': 0.005968887824565172, 'compound': -0.9625225472263992}"
https://www.sankei.com/article/20241214-M2Y6EOBDDFIVHLB5FPPAOOBHRA/,sankei,right,International,中露への対抗で急がれる防衛産業の基盤強化　危うい米欧の兵器・弾薬の生産体制,中露への対抗で急がれる防衛産業の基盤強化　危うい米欧の兵器・弾薬の生産体制「私たちの防衛産業を強化しなくてはならない」　ジョセップ・ボレル欧州連合（EU）前外交安全保障上級代表ロシアによるウクライナ侵略の長期化や、台湾の武力統一を視野に置く中国の軍事力増強、中東での戦火拡大などをにらみ、米欧をはじめとする世界の防衛産業は、抑止力確保の裏付けとなる兵器・弾薬の生産能力の向上を軸とする、抜本的な基盤強化を迫られている。ロシアと中国、北朝鮮、イランが互いを支え合う戦争経済の確立に向かう中、西側世界による対抗的な取り組みは焦眉の急だ。,Japan,,"{'negative': 0.0019515104359015822, 'neutral': 0.9901915788650513, 'positive': 0.007856843061745167, 'compound': 0.0059053326258435845}"
